SeriousDlqin2yrs,age,NumberOfTime30-59DaysPastDueNotWorse,MonthlyIncome,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
0,75,0,2339.0,1,0,0.0
0,48,0,8700.0,0,0,2.0
0,54,0,1096.0,1,0,0.0
0,55,1,2133.0,4,0,0.0
0,42,0,9083.0,1,0,0.0
0,40,1,2431.0,0,0,0.0
0,67,0,14583.0,1,0,1.0
0,54,0,7319.0,2,0,1.0
0,44,0,3800.0,0,0,3.0
0,83,0,2200.0,0,0,0.0
0,33,0,3590.0,1,0,1.0
0,60,1,2250.0,0,0,0.0
0,80,0,2000.0,0,0,0.0
0,27,2,2800.0,0,0,0.0
0,88,0,5928.0,0,0,0.0
0,53,0,7500.0,1,0,0.0
0,46,1,7833.0,1,0,2.0
0,33,0,2465.0,0,1,0.0
0,52,0,7833.0,0,0,3.0
0,55,1,6000.0,1,0,1.0
0,40,0,3500.0,0,0,0.0
0,57,0,2446.0,2,0,0.0
0,67,0,4231.0,0,0,0.0
0,53,0,14978.0,1,0,1.0
0,50,0,13333.0,1,0,0.0
0,47,0,15000.0,1,0,0.0
0,58,0,3350.0,0,1,0.0
0,46,0,8583.0,0,0,2.0
0,64,0,8333.0,0,0,0.0
1,25,0,2600.0,0,0,0.0
0,56,1,4875.0,2,0,0.0
0,35,0,5973.0,1,0,1.0
0,23,0,820.0,0,0,0.0
0,67,0,4006.0,2,0,0.0
0,65,0,4000.0,0,0,1.0
0,55,0,3800.0,1,0,1.0
0,45,0,12000.0,0,0,0.0
0,67,0,2157.0,0,0,0.0
0,50,0,10712.0,2,0,3.0
0,30,0,5800.0,3,0,0.0
0,48,0,10000.0,2,0,2.0
0,65,0,12416.0,2,0,1.0
0,40,0,5400.0,1,0,2.0
0,62,0,9610.0,2,0,0.0
0,69,0,2003.0,0,0,0.0
0,32,0,3333.0,0,0,2.0
1,46,0,5183.0,1,0,7.0
0,52,0,7600.0,0,0,0.0
0,77,0,5226.0,0,0,0.0
0,46,0,2000.0,1,0,1.0
1,34,0,12100.0,2,0,0.0
0,64,0,9000.0,2,0,0.0
0,28,0,6600.0,1,0,0.0
0,42,0,4750.0,1,0,3.0
0,35,0,16000.0,2,0,2.0
0,62,0,7838.0,2,0,0.0
0,41,0,4166.0,1,0,3.0
0,26,0,5000.0,0,0,0.0
0,43,0,4041.0,0,0,0.0
0,48,0,8000.0,1,0,0.0
0,40,0,2975.0,1,0,0.0
0,61,0,20999.0,2,0,1.0
0,39,0,4000.0,2,0,0.0
0,71,0,3000.0,0,0,0.0
0,28,0,2300.0,0,0,0.0
0,62,0,5117.0,2,0,0.0
0,34,0,6000.0,1,0,0.0
0,34,0,4000.0,2,0,4.0
0,63,1,6380.0,1,1,0.0
0,45,0,17631.0,2,0,0.0
0,78,0,6909.0,1,0,0.0
0,62,2,23000.0,0,0,0.0
0,42,3,3005.0,0,0,1.0
0,39,0,10846.0,2,0,1.0
0,59,0,12083.0,1,0,0.0
0,44,0,9675.0,2,0,3.0
0,68,0,7374.0,2,0,0.0
0,46,1,11400.0,4,0,0.0
1,54,2,2480.0,0,0,0.0
0,26,0,2583.0,0,0,0.0
0,60,0,4242.0,1,0,0.0
0,67,0,4166.0,1,0,0.0
0,66,0,1550.0,0,0,0.0
0,57,0,2916.0,0,0,0.0
0,24,1,2500.0,0,0,0.0
0,70,0,3816.0,1,0,0.0
0,40,0,2500.0,0,0,0.0
0,66,0,13200.0,2,0,1.0
0,57,0,12708.0,1,0,1.0
0,48,0,2900.0,1,0,0.0
0,45,0,12900.0,2,0,1.0
0,30,0,3678.0,0,0,0.0
0,36,0,5244.0,1,0,2.0
0,53,0,1250.0,0,0,2.0
0,77,0,1553.0,0,0,0.0
0,39,0,9583.0,3,0,1.0
0,32,0,2000.0,0,0,0.0
0,32,0,5008.0,0,0,4.0
0,44,0,4046.0,1,0,0.0
0,71,0,1270.0,1,0,0.0
0,35,0,5725.0,2,0,2.0
0,30,1,2426.0,0,0,1.0
0,47,0,9589.0,1,0,3.0
0,44,0,4152.0,1,0,0.0
0,31,0,4500.0,2,0,0.0
0,81,0,3522.0,0,0,1.0
0,72,0,6000.0,2,0,1.0
0,28,0,2500.0,1,0,0.0
0,62,0,1650.0,1,0,0.0
0,59,5,14239.0,2,1,2.0
0,40,0,9000.0,1,0,4.0
0,25,0,2791.0,0,0,0.0
0,57,0,6000.0,0,0,0.0
0,49,0,15446.0,0,0,3.0
0,49,0,8088.0,2,0,1.0
0,52,0,4300.0,1,0,1.0
0,60,0,7500.0,1,0,1.0
0,50,0,6500.0,1,0,0.0
0,28,0,5400.0,1,0,0.0
0,55,0,10833.0,2,0,2.0
0,39,0,6415.0,1,0,1.0
0,51,0,7608.0,1,0,0.0
0,55,0,3496.0,1,0,0.0
0,33,0,5150.0,2,0,0.0
0,70,0,4166.0,0,0,0.0
0,62,0,20000.0,9,0,4.0
0,71,0,12799.0,2,0,0.0
0,55,0,5350.0,2,0,0.0
0,72,0,10500.0,2,0,0.0
0,94,0,455.0,0,0,0.0
0,44,0,7083.0,1,0,2.0
0,41,1,3490.0,0,0,3.0
1,65,0,8000.0,0,0,1.0
0,63,0,5250.0,2,0,0.0
1,65,0,4559.0,2,0,0.0
0,49,1,10250.0,1,0,0.0
0,70,0,6654.0,3,0,0.0
1,62,0,6500.0,0,0,2.0
0,64,1,1527.0,0,0,0.0
0,26,0,6239.0,0,0,0.0
0,47,0,2256.0,0,0,0.0
0,40,0,3867.0,1,0,3.0
0,33,0,2350.0,0,0,0.0
0,55,0,13405.0,2,0,0.0
0,61,2,96668.0,1,0,0.0
0,39,0,10500.0,0,0,4.0
0,37,0,6600.0,1,0,1.0
0,43,0,4600.0,1,0,2.0
0,45,0,4901.0,1,0,1.0
0,31,0,10900.0,0,0,1.0
0,48,0,4500.0,3,0,0.0
1,42,0,1905.0,0,1,0.0
0,41,0,4166.0,1,0,1.0
0,30,0,1800.0,1,0,0.0
0,33,2,5974.0,1,0,3.0
0,53,0,6000.0,2,0,0.0
0,45,0,9009.0,1,0,3.0
0,26,0,792.0,0,0,0.0
1,60,0,12500.0,1,0,1.0
0,45,0,5832.0,2,0,2.0
0,59,0,5750.0,0,0,0.0
0,39,1,12500.0,1,0,2.0
0,40,0,8100.0,3,0,2.0
0,23,0,898.0,0,0,0.0
1,45,2,7200.0,1,0,1.0
1,57,1,4750.0,0,1,0.0
0,34,0,3745.0,0,0,0.0
0,56,0,0.0,0,0,2.0
0,62,0,9832.0,0,0,1.0
0,51,0,7011.0,2,0,1.0
0,64,0,1325.0,0,0,0.0
0,64,0,15206.0,1,0,2.0
0,27,0,7000.0,1,0,0.0
0,30,2,4073.0,1,0,2.0
0,47,0,5266.0,3,0,0.0
0,43,0,13583.0,2,0,1.0
1,53,0,11000.0,2,0,2.0
0,45,0,10100.0,2,0,0.0
0,52,0,6252.0,3,0,3.0
0,66,0,2166.0,0,0,0.0
0,77,0,3000.0,0,0,0.0
0,40,0,4074.0,0,1,0.0
0,53,0,12783.0,2,0,0.0
0,31,1,1000.0,1,0,0.0
0,80,0,4500.0,0,0,0.0
0,36,0,9000.0,1,0,0.0
0,48,1,4000.0,1,0,3.0
0,62,1,7499.0,2,0,1.0
0,71,0,7000.0,2,0,0.0
0,54,0,6833.0,1,0,0.0
0,73,0,2000.0,1,0,0.0
0,26,0,2700.0,0,0,2.0
0,58,1,6166.0,1,1,0.0
0,33,0,4975.0,1,0,3.0
0,45,2,12333.0,4,0,2.0
0,54,0,11167.0,1,0,1.0
0,79,0,9100.0,3,0,0.0
0,52,0,7583.0,1,0,3.0
0,46,0,11666.0,0,0,3.0
0,53,0,3800.0,1,0,0.0
0,77,0,4250.0,0,0,0.0
0,70,0,3037.0,1,0,0.0
0,57,0,7550.0,0,0,1.0
0,68,0,10833.0,0,0,1.0
0,59,0,5932.0,0,1,3.0
0,46,0,9208.0,2,0,2.0
0,34,0,1200.0,0,0,0.0
0,56,0,12924.0,2,0,0.0
0,46,0,4768.0,1,0,0.0
0,51,0,4800.0,1,0,0.0
0,47,0,5955.0,1,0,0.0
0,37,1,4560.0,1,0,2.0
0,60,0,3083.0,0,0,0.0
0,37,0,6430.0,1,0,3.0
0,63,0,19866.0,1,0,0.0
0,50,0,12253.0,2,0,2.0
0,55,0,12897.0,2,0,1.0
0,64,0,6522.0,2,0,0.0
0,30,2,3625.0,0,2,1.0
0,62,0,9400.0,3,0,1.0
0,56,0,1912.0,0,0,0.0
0,26,0,3000.0,0,0,0.0
0,33,0,2497.0,1,0,0.0
0,62,0,3400.0,0,0,0.0
0,31,0,4100.0,0,0,1.0
0,64,0,1300.0,0,0,0.0
0,56,0,7710.0,1,0,0.0
0,60,0,6000.0,1,0,1.0
0,76,0,5000.0,0,0,0.0
0,68,0,4497.0,0,0,0.0
0,58,0,12200.0,1,0,0.0
0,35,0,3450.0,0,0,2.0
0,53,0,3750.0,1,0,1.0
0,61,0,9078.0,2,0,1.0
0,69,0,8333.0,1,0,0.0
0,42,0,4595.0,1,0,1.0
0,33,0,10973.0,2,0,2.0
0,50,0,1.0,0,0,1.0
0,21,0,833.0,0,0,0.0
0,51,0,3500.0,1,0,3.0
0,53,1,10721.0,1,0,4.0
0,31,0,3000.0,0,0,1.0
0,38,0,2500.0,1,0,2.0
0,46,0,7850.0,2,0,1.0
0,32,0,4100.0,0,0,0.0
0,32,0,5816.0,1,0,2.0
0,70,0,3150.0,0,0,0.0
0,60,4,2917.0,1,2,0.0
0,68,0,4246.0,1,0,0.0
0,23,0,1600.0,0,0,1.0
0,79,0,6057.0,0,0,0.0
0,37,0,2500.0,2,0,0.0
0,59,0,10983.0,4,0,3.0
0,60,1,11408.0,2,0,0.0
0,44,0,0.0,1,0,2.0
0,33,0,6226.0,0,0,3.0
0,42,1,3400.0,0,1,4.0
0,46,0,6649.0,2,0,2.0
0,38,0,14700.0,5,0,2.0
0,65,0,9000.0,1,0,0.0
0,41,0,1.0,0,3,0.0
0,51,0,7083.0,2,0,2.0
0,63,0,4800.0,1,0,0.0
0,62,0,9401.0,4,0,0.0
0,32,3,5000.0,2,2,2.0
0,50,0,7000.0,0,0,4.0
0,65,0,7750.0,0,0,0.0
0,40,0,8166.0,2,0,1.0
0,32,1,1350.0,0,0,0.0
0,41,0,7500.0,0,0,0.0
0,33,0,4000.0,1,0,0.0
0,37,0,9458.0,1,0,2.0
0,52,1,10700.0,1,0,1.0
0,21,0,820.0,0,0,0.0
0,40,0,0.0,1,0,0.0
0,84,0,4600.0,0,0,0.0
0,56,1,1600.0,0,0,1.0
0,76,0,6000.0,1,0,0.0
0,50,0,4500.0,0,0,0.0
0,71,0,4583.0,2,0,0.0
0,62,0,6666.0,3,0,0.0
0,42,0,2270.0,2,0,2.0
0,49,0,15000.0,3,0,3.0
0,67,0,3854.0,2,0,0.0
1,32,0,4061.0,0,0,4.0
0,46,1,3745.0,2,0,3.0
0,39,0,4525.0,0,0,0.0
0,72,0,5940.0,2,0,2.0
0,29,0,15000.0,0,0,1.0
0,57,0,7100.0,1,0,0.0
0,61,0,5600.0,0,0,0.0
0,34,1,7916.0,2,0,1.0
0,51,0,12500.0,3,0,2.0
0,37,0,5583.0,0,0,1.0
0,88,0,3649.0,0,0,0.0
0,71,0,5700.0,0,0,0.0
0,48,0,5500.0,1,0,0.0
0,85,0,10500.0,1,0,0.0
0,64,0,6834.0,1,0,0.0
0,61,0,10500.0,1,0,0.0
0,55,0,3200.0,2,0,1.0
0,65,0,11500.0,4,0,0.0
0,72,0,2317.0,1,0,0.0
0,59,0,500.0,1,0,1.0
0,58,0,17280.0,6,0,0.0
0,40,0,10000.0,0,0,0.0
0,56,0,4500.0,0,0,1.0
0,55,0,7592.0,2,0,0.0
0,39,0,4250.0,1,0,0.0
0,31,0,3200.0,2,0,0.0
0,56,0,6666.0,3,0,0.0
0,40,0,13700.0,2,0,3.0
0,35,0,3333.0,1,0,0.0
0,61,0,12000.0,0,0,0.0
0,82,0,5000.0,1,0,1.0
0,38,0,4300.0,1,0,2.0
0,33,0,4125.0,1,0,0.0
0,24,0,700.0,0,0,0.0
0,30,0,4000.0,0,0,0.0
0,68,0,10500.0,0,0,0.0
0,96,0,1416.0,0,0,0.0
0,62,0,8125.0,0,0,0.0
0,32,0,8331.0,0,0,0.0
0,62,0,2000.0,0,0,0.0
0,48,0,10638.0,0,0,2.0
0,61,0,3100.0,1,0,1.0
0,74,0,2500.0,1,0,0.0
0,46,1,9552.0,0,0,2.0
0,65,0,5279.0,2,0,0.0
0,52,0,6045.0,0,0,2.0
0,35,0,12150.0,3,0,1.0
0,45,0,6307.0,0,0,0.0
0,54,0,5176.0,1,0,0.0
0,73,0,1666.0,0,0,0.0
0,39,1,11433.0,3,0,0.0
0,71,0,880.0,0,0,0.0
0,26,0,1800.0,4,0,0.0
1,46,2,9400.0,3,0,1.0
0,70,0,4135.0,0,0,1.0
0,64,0,9539.0,3,0,0.0
1,72,0,3760.0,2,0,0.0
0,47,0,10833.0,2,0,3.0
0,65,4,18333.0,8,0,0.0
0,36,0,7200.0,1,0,6.0
0,51,0,14000.0,2,0,4.0
0,39,0,5000.0,0,0,0.0
0,38,0,2500.0,1,0,1.0
0,73,0,9001.0,0,0,0.0
0,57,0,22550.0,2,0,0.0
0,49,0,8500.0,1,0,0.0
0,63,0,10000.0,2,0,1.0
0,64,0,4000.0,0,0,0.0
0,43,0,2000.0,0,1,0.0
1,32,3,4000.0,0,1,0.0
0,65,0,3050.0,1,0,0.0
0,34,0,5500.0,1,0,0.0
0,25,0,7050.0,1,0,0.0
0,63,0,33000.0,2,0,1.0
0,51,1,8030.0,2,0,2.0
0,30,0,2000.0,0,0,0.0
0,44,0,8000.0,2,0,1.0
0,60,0,3200.0,1,0,0.0
0,37,0,12499.0,1,0,3.0
0,33,0,2541.0,0,0,4.0
0,44,1,10365.0,3,0,3.0
0,64,0,11750.0,2,0,0.0
0,73,0,14080.0,0,0,1.0
0,71,1,7269.0,2,0,0.0
0,31,1,4333.0,1,0,0.0
0,47,0,4500.0,0,0,1.0
0,34,0,8000.0,2,0,2.0
0,44,0,1150.0,2,0,0.0
0,49,0,2800.0,1,0,0.0
0,71,1,5708.0,0,0,0.0
0,64,0,3633.0,0,0,0.0
1,73,0,3333.0,0,0,0.0
0,57,1,13666.0,3,0,2.0
0,72,0,3494.0,1,0,1.0
0,48,2,8621.0,1,1,0.0
0,74,0,4622.0,2,0,0.0
1,50,2,3600.0,0,0,0.0
0,58,0,4550.0,1,0,1.0
0,40,0,2409.0,0,0,0.0
1,32,3,2479.0,0,1,1.0
0,70,0,2500.0,1,0,0.0
0,46,0,7969.0,2,0,1.0
0,34,0,601.0,0,0,1.0
0,53,0,3584.0,0,0,0.0
0,65,0,10500.0,0,0,0.0
0,65,0,1800.0,1,0,0.0
0,42,0,6000.0,1,0,0.0
0,43,0,8393.0,2,0,1.0
0,31,4,3030.0,1,0,0.0
0,49,0,4924.0,0,0,2.0
0,46,0,7600.0,1,0,2.0
0,54,0,3500.0,1,0,0.0
1,45,1,5800.0,2,2,0.0
1,68,0,5178.0,1,0,1.0
0,48,0,10337.0,2,0,4.0
0,33,0,4700.0,0,0,1.0
0,67,0,4850.0,0,0,1.0
0,79,0,4000.0,0,0,0.0
0,36,2,3286.0,0,0,2.0
0,52,0,3000.0,1,0,0.0
0,52,1,11801.0,3,0,1.0
0,49,0,1864.0,0,0,1.0
0,56,0,8484.0,1,0,2.0
0,53,0,7000.0,1,0,2.0
0,49,1,10833.0,2,0,1.0
0,59,1,4500.0,0,0,0.0
0,39,0,8750.0,0,0,3.0
0,27,0,4300.0,1,0,0.0
0,71,0,12600.0,0,0,0.0
0,27,0,1500.0,0,0,0.0
0,65,0,2500.0,0,0,0.0
0,59,0,18000.0,3,0,0.0
0,23,0,4300.0,0,0,0.0
0,64,0,2000.0,1,0,0.0
0,77,0,5083.0,0,0,1.0
0,63,0,4800.0,1,0,1.0
0,40,0,2538.0,0,0,0.0
0,44,0,3370.0,1,0,0.0
0,36,1,1000.0,1,0,0.0
0,70,0,2000.0,0,0,0.0
0,37,0,5000.0,1,0,3.0
0,56,0,4247.0,1,0,3.0
0,39,0,5583.0,2,0,1.0
0,47,0,3097.0,2,0,3.0
0,62,0,2574.0,1,0,0.0
1,37,1,3200.0,0,0,0.0
0,47,0,5808.0,3,0,0.0
1,33,0,6250.0,0,0,3.0
0,77,0,5429.0,0,0,0.0
0,88,0,1200.0,0,0,0.0
0,61,0,2840.0,0,0,0.0
0,54,2,4580.0,2,0,1.0
0,81,0,9934.0,0,0,0.0
0,56,0,6500.0,0,0,1.0
0,32,1,2200.0,1,0,2.0
0,75,0,7881.0,1,0,0.0
0,64,0,12000.0,4,0,2.0
0,52,0,0.0,1,0,0.0
0,44,1,10000.0,2,0,2.0
1,65,0,4000.0,0,0,0.0
0,46,1,8150.0,2,0,2.0
0,43,0,2500.0,0,0,1.0
0,77,1,2085.0,0,0,0.0
0,64,2,7800.0,1,0,0.0
0,30,0,1990.0,1,0,0.0
0,69,0,1991.0,0,0,0.0
0,55,1,15000.0,2,0,1.0
0,47,0,9450.0,2,0,3.0
1,49,0,0.0,0,0,0.0
0,50,0,5666.0,0,0,0.0
1,30,0,2450.0,0,0,0.0
0,44,0,10000.0,1,0,3.0
0,39,0,6250.0,2,0,0.0
0,26,0,1842.0,0,0,0.0
0,57,0,15600.0,2,0,1.0
0,35,0,4133.0,0,0,1.0
0,55,0,4600.0,1,0,1.0
0,56,0,9750.0,2,0,0.0
0,67,0,10500.0,0,0,0.0
0,67,0,5456.0,1,0,0.0
0,92,0,5983.0,1,0,1.0
0,35,0,3125.0,1,0,0.0
0,51,2,7250.0,2,0,3.0
0,60,0,4210.0,0,0,1.0
0,57,0,8366.0,0,0,1.0
0,50,0,9800.0,2,0,4.0
0,35,0,3200.0,1,0,0.0
0,72,0,5000.0,0,0,0.0
0,38,0,2910.0,0,0,0.0
0,63,0,3963.0,1,0,0.0
0,46,0,18766.0,0,0,3.0
0,44,0,12833.0,3,0,2.0
0,62,0,5800.0,0,0,0.0
0,45,0,6986.0,2,0,1.0
0,29,0,5300.0,2,0,0.0
0,28,0,2666.0,0,0,0.0
0,73,0,2001.0,0,0,0.0
0,50,2,4200.0,2,0,3.0
0,39,0,5441.0,1,0,2.0
0,76,0,550.0,2,0,0.0
0,36,1,3321.0,0,0,1.0
0,45,0,13500.0,2,0,3.0
0,30,0,3400.0,0,2,0.0
0,48,0,4960.0,2,0,1.0
0,52,0,4750.0,0,0,2.0
0,67,0,3916.0,1,0,0.0
0,65,0,4450.0,0,0,1.0
0,31,0,9580.0,0,0,0.0
0,68,0,2866.0,0,0,0.0
0,23,2,1534.0,0,0,0.0
0,34,0,3043.0,0,0,0.0
1,47,0,3750.0,1,2,1.0
0,50,0,6822.0,2,0,3.0
0,71,1,4500.0,1,0,0.0
0,38,0,10000.0,1,0,1.0
0,33,0,3580.0,0,0,0.0
1,45,2,6200.0,1,0,2.0
0,61,0,3041.0,1,0,0.0
0,50,0,10000.0,2,0,0.0
0,61,0,4167.0,1,0,0.0
0,56,0,5200.0,1,0,0.0
0,70,0,6666.0,1,0,0.0
0,54,1,3500.0,1,0,0.0
0,43,1,6000.0,0,0,1.0
0,44,0,30333.0,2,0,4.0
0,60,0,6541.0,1,0,0.0
0,28,0,3293.0,0,0,2.0
0,42,0,2500.0,0,0,3.0
0,28,0,6115.0,5,0,1.0
0,31,1,0.0,0,0,0.0
1,48,0,7433.0,2,0,0.0
0,62,0,19583.0,1,0,2.0
0,69,0,2109.0,0,0,0.0
0,45,1,3333.0,0,0,0.0
0,48,0,4200.0,1,0,0.0
0,43,0,4295.0,1,0,0.0
0,64,2,10916.0,2,0,0.0
0,33,0,3600.0,1,0,3.0
0,62,0,6250.0,1,0,0.0
1,61,0,7083.0,1,0,0.0
0,48,0,11761.0,2,0,2.0
0,39,0,7000.0,2,0,0.0
0,58,0,4699.0,0,0,0.0
0,50,0,6700.0,1,0,1.0
0,69,0,4400.0,0,0,1.0
0,60,1,13663.0,1,0,2.0
0,70,0,2683.0,0,0,0.0
0,46,0,3200.0,1,0,2.0
0,90,0,4855.0,0,0,0.0
0,35,0,6833.0,0,0,0.0
0,55,0,500.0,2,0,3.0
0,60,0,10500.0,0,0,0.0
0,51,0,6914.0,1,0,2.0
0,64,0,3085.0,1,0,0.0
0,55,0,8832.0,2,0,1.0
0,38,1,4024.0,2,0,0.0
0,49,0,10600.0,1,0,0.0
0,66,0,2000.0,1,0,1.0
0,79,1,5033.0,1,0,1.0
0,50,0,4666.0,1,0,0.0
0,62,0,9000.0,1,0,0.0
0,59,0,3766.0,1,0,1.0
1,46,3,3885.0,3,4,3.0
0,75,0,16000.0,5,0,0.0
0,64,0,5500.0,1,0,1.0
0,84,0,4000.0,2,0,0.0
0,33,0,2570.0,1,0,0.0
0,57,1,14000.0,2,0,3.0
0,34,0,4700.0,0,0,0.0
0,25,0,2400.0,0,0,0.0
1,53,2,7316.0,2,0,0.0
0,47,0,2104.0,1,0,1.0
0,57,0,0.0,2,0,2.0
0,68,0,5000.0,1,0,0.0
1,50,0,5500.0,1,0,2.0
0,38,0,8208.0,2,0,0.0
0,52,1,2350.0,0,1,0.0
0,56,1,6000.0,0,0,0.0
0,38,0,2500.0,1,0,1.0
0,41,0,5333.0,1,0,0.0
0,48,0,24500.0,2,0,2.0
0,41,3,5401.0,2,0,0.0
0,31,0,3000.0,1,0,0.0
0,32,0,3000.0,0,0,0.0
0,62,0,4400.0,1,0,0.0
0,26,0,1800.0,0,0,0.0
0,77,0,2621.0,1,0,1.0
1,56,4,3230.0,1,0,0.0
0,58,0,5200.0,0,0,0.0
0,63,0,4500.0,0,0,0.0
0,41,2,3675.0,3,0,2.0
1,50,1,6585.0,2,0,1.0
0,29,0,5000.0,0,0,0.0
0,74,0,3000.0,0,0,0.0
0,28,0,2255.0,0,3,0.0
0,60,0,8000.0,1,0,0.0
0,47,0,4500.0,1,0,0.0
0,41,0,9400.0,1,0,3.0
0,41,0,2800.0,0,0,1.0
0,65,0,7820.0,2,0,1.0
0,53,0,4216.0,1,0,2.0
0,74,0,6400.0,1,0,0.0
0,57,0,3000.0,2,0,0.0
0,75,0,2010.0,1,0,0.0
0,68,0,8573.0,5,0,1.0
0,84,0,7083.0,0,0,0.0
0,68,0,6000.0,1,0,1.0
0,59,0,8535.0,2,0,0.0
0,47,0,4800.0,1,0,2.0
0,62,0,3499.0,0,0,0.0
0,81,0,2800.0,1,0,0.0
0,48,0,6000.0,2,0,2.0
0,63,0,11441.0,3,0,0.0
0,28,1,3500.0,0,0,3.0
0,38,0,8000.0,2,0,0.0
0,64,0,2300.0,0,0,1.0
0,22,0,1585.0,0,0,0.0
0,51,0,800.0,0,0,0.0
0,28,0,4000.0,0,0,0.0
0,45,0,4800.0,1,0,3.0
0,57,0,4700.0,2,0,1.0
0,70,0,13149.0,0,0,0.0
0,45,0,9483.0,1,0,0.0
0,49,2,8083.0,2,0,2.0
1,53,6,5816.0,1,1,0.0
0,50,1,8500.0,3,0,2.0
0,53,0,5150.0,1,0,0.0
0,38,0,9679.0,1,0,4.0
0,36,0,0.0,0,0,0.0
0,49,0,1000.0,0,0,0.0
0,69,0,6365.0,2,0,0.0
0,39,0,6416.0,2,0,0.0
0,40,0,5000.0,2,0,0.0
0,47,0,8780.0,3,0,2.0
0,65,0,6250.0,2,0,0.0
0,47,1,4767.0,0,0,0.0
0,67,0,5500.0,1,0,1.0
0,56,0,13658.0,2,0,0.0
0,66,1,5000.0,0,0,1.0
0,48,1,4183.0,0,0,1.0
0,70,0,25000.0,0,0,1.0
0,60,0,12800.0,2,0,0.0
0,46,0,8833.0,9,0,0.0
0,41,0,5200.0,0,0,2.0
1,39,0,10600.0,0,0,2.0
0,39,0,10416.0,2,0,0.0
1,63,0,4750.0,0,0,0.0
0,67,0,5071.0,0,0,0.0
0,44,0,15740.0,2,0,1.0
0,41,0,5916.0,0,0,0.0
0,44,3,6500.0,1,0,2.0
0,46,0,9407.0,4,0,1.0
0,50,0,2940.0,0,0,0.0
0,79,0,5833.0,1,0,1.0
0,73,0,1851.0,0,0,1.0
0,67,0,7237.0,0,0,0.0
0,33,1,4084.0,1,0,2.0
0,52,3,13500.0,2,0,1.0
0,40,1,6000.0,2,0,1.0
0,44,0,7333.0,2,0,3.0
0,59,0,3200.0,0,0,3.0
0,71,0,18266.0,0,0,0.0
0,31,0,4007.0,0,0,2.0
1,41,1,3750.0,0,1,0.0
0,50,0,6500.0,1,0,1.0
0,41,0,5166.0,1,1,1.0
0,36,0,7500.0,1,0,5.0
0,45,0,10421.0,2,0,0.0
0,42,0,5500.0,1,0,0.0
0,43,0,10089.0,2,0,2.0
0,48,0,6000.0,2,0,0.0
0,38,0,6000.0,2,0,0.0
0,49,0,6000.0,1,0,0.0
0,51,0,3333.0,0,0,0.0
0,53,0,7200.0,1,0,1.0
0,44,0,10000.0,1,0,1.0
0,45,0,4000.0,2,0,3.0
0,33,0,10369.0,1,0,1.0
0,54,0,7815.0,0,0,0.0
0,57,0,3333.0,2,0,0.0
0,35,1,5921.0,1,1,3.0
0,62,0,4100.0,0,0,0.0
1,31,0,1500.0,0,1,3.0
0,47,0,5550.0,2,0,2.0
0,39,0,3750.0,0,0,0.0
0,72,0,4039.0,1,0,0.0
0,48,0,9037.0,4,0,2.0
0,30,2,2400.0,1,0,0.0
0,68,1,1500.0,1,0,0.0
0,46,0,2240.0,0,0,2.0
0,42,0,3100.0,1,0,0.0
0,53,0,2161.0,0,0,1.0
0,28,0,2600.0,0,0,0.0
0,63,0,3200.0,0,0,0.0
0,60,0,10664.0,3,0,1.0
0,58,0,6089.0,1,0,0.0
0,51,0,9166.0,2,0,2.0
0,36,0,6809.0,1,0,0.0
0,63,0,14024.0,2,0,1.0
0,38,0,6666.0,2,0,0.0
0,65,0,5153.0,0,0,0.0
0,67,0,3250.0,1,0,2.0
0,40,0,7522.0,1,0,3.0
0,35,1,2800.0,0,1,0.0
0,55,0,4500.0,1,0,1.0
0,35,0,60000.0,5,0,3.0
1,55,1,2584.0,0,0,0.0
0,65,0,10583.0,0,0,0.0
0,55,0,4753.0,1,0,0.0
0,35,0,3200.0,1,0,3.0
0,58,0,14000.0,0,0,3.0
0,47,0,7813.0,1,0,1.0
0,64,0,6300.0,0,0,0.0
0,57,0,8732.0,1,0,0.0
0,89,0,2500.0,1,0,0.0
0,68,0,2272.0,0,0,0.0
0,39,0,8700.0,2,0,1.0
0,65,0,12007.0,1,0,1.0
0,63,0,12000.0,3,0,1.0
0,63,0,530.0,0,0,0.0
0,25,0,1700.0,0,0,0.0
0,32,1,4000.0,1,1,4.0
0,38,0,7833.0,2,0,2.0
0,67,1,4000.0,0,0,1.0
0,70,0,3897.0,0,0,0.0
0,31,0,4500.0,2,0,0.0
0,74,0,2000.0,1,0,0.0
0,45,0,4798.0,2,0,2.0
0,67,0,8333.0,0,0,0.0
0,26,0,4200.0,0,0,2.0
0,41,0,8400.0,1,0,1.0
0,55,0,12155.0,1,0,1.0
0,72,0,6635.0,2,0,1.0
0,56,0,4100.0,1,0,0.0
1,39,0,5470.0,2,0,1.0
0,63,0,6436.0,0,0,1.0
0,50,0,7800.0,2,0,2.0
0,38,0,25000.0,3,0,0.0
0,66,0,4183.0,3,0,0.0
0,36,0,1500.0,0,0,1.0
0,68,0,5878.0,0,0,0.0
0,48,0,22750.0,4,0,2.0
1,27,0,6000.0,0,0,0.0
0,58,0,4460.0,1,0,2.0
0,67,0,9000.0,2,0,1.0
0,59,0,2050.0,0,0,0.0
0,62,0,7250.0,2,0,2.0
0,45,0,5200.0,1,0,0.0
1,46,2,5958.0,1,0,1.0
